"biogrid","entrez gene/locuslink","Human Readable Label","name","ncbi_gene_id","selected","shared name","Taxonomy ID","Taxonomy Name"
"113131","TUBB2A|dJ40E16.7|TUBB|TUBB2|7280|CDCBM5","TUBB2A","7280","7280","false","7280","9606",""
"108625","2339|PTAR2|FNTA|FPTA|PGGT1A","PTAR2","2339","2339","false","2339","9606",""
"108627","FNTB|2342|FPTB","FNTB","2342","2342","false","2342","9606",""
"108347","p300|KAT3B|RSTS2|2033|EP300|RP1-85F18.1","p300","2033","2033","false","2033","9606",""
"108376","CD340|MLN 19|TKR1|NGL|ERBB2|HER-2/neu|2064|HER2|HER-2|NEU","CD340","2064","2064","false","2064","9606",""
"108377","ErbB-3|p180-ErbB3|p45-sErbB3|ERBB3|LCCS2|c-erbB-3|2065|c-erbB3|p85-sErbB3|MDA-BF-1|erbB3-S|HER3","ErbB-3","2065","2065","false","2065","9606",""
"108378","ERBB4|ALS19|2066|p180erbB4|HER4","ERBB4","2066","2066","false","2066","9606",""
"117003","ALS10|TDP-43|TARDBP|23435|RP4-635E18.2","ALS10","23435","23435","false","23435","9606",""
"107920","CYLDI|SBS|EAC|USPL2|BRSS|CYLD|MFT1|1540|CDMT|CYLD1|MFT|HSPC057|TEM","CYLDI","1540","1540","false","1540","9606",""
"116581","EB1|22919|MAPRE1","EB1","22919","22919","false","22919","9606",""
"115425","ACTR1A|CTRN1|10121|ARP1","ACTR1A","10121","10121","false","10121","9606",""
"111571","PAK1|PKN|5585|PRKCL1|PKN-ALPHA|PAK-1|PKN1|DBK|PRK1","PAK1","5585","5585","false","5585","9606",""
"108489","FAT1|CDHF7|FAT|hFat1|2195|ME5|CDHR8","FAT1","2195","2195","false","2195","9606",""
"115791","FAT10|UBD-3|GABBR1|10537|UBD|DADB-115L1.4","FAT10","10537","10537","false","10537","9606",""
"107074","BCL4|BCL3|602|D19S37","BCL4","602","602","false","602","9606",""
"113164","UBC|7316|HMG20","UBC","7316","7316","false","7316","9606",""
"109547","HEL-S-102|3315|HMN2B|Hsp25|HS.76067|HSP28|HSP27|HSPB1|CMT2F|SRP27","HEL-S-102","3315","3315","false","3315","9606",""
